,id,date,home_team,away_team
0,14006,2024-05-12T19:30:00.000Z,Indiana Pacers,New York Knicks
1,14019,2024-05-12T00:30:00.000Z,Cleveland Cavaliers,Boston Celtics
2,13998,2024-05-11T01:30:00.000Z,Minnesota Timberwolves,Denver Nuggets
3,14009,2024-05-11T19:30:00.000Z,Dallas Mavericks,Oklahoma City Thunder
4,14005,2024-05-10T23:00:00.000Z,Indiana Pacers,New York Knicks
5,14008,2024-05-10T01:30:00.000Z,Oklahoma City Thunder,Dallas Mavericks
6,14004,2024-05-09T00:00:00.000Z,New York Knicks,Indiana Pacers
7,14018,2024-05-09T23:00:00.000Z,Boston Celtics,Cleveland Cavaliers
8,14007,2024-05-08T01:30:00.000Z,Oklahoma City Thunder,Dallas Mavericks
