,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,14012,Thunder,92,20,8,25,33,8,7,2,10,40,-12,,,,,,,37,87,8,10,15,14012,2024-05-16
1,14012,Mavericks,104,27,9,37,46,5,14,5,14,35,12,,,,,,,40,76,10,13,17,14012,2024-05-16
2,14000,Nuggets,112,30,8,30,38,6,12,5,9,19,15,,,,,,,44,80,15,18,17,14000,2024-05-15
3,14000,Timberwolves,97,30,8,25,33,7,14,7,8,26,-15,,,,,,,38,78,13,19,20,14000,2024-05-15
4,14011,Knicks,121,26,20,33,53,7,9,5,12,35,30,,,,,,,47,101,15,19,22,14011,2024-05-15
5,14011,Pacers,91,24,5,24,29,5,18,6,12,27,-30,,,,,,,31,72,17,22,19,14011,2024-05-15
6,14021,Celtics,113,32,11,32,43,6,14,6,19,43,15,,,,,,,42,80,10,12,15,14021,2024-05-15
7,14021,Cavaliers,98,25,6,22,28,5,10,2,13,31,-15,,,,,,,38,79,9,12,16,14021,2024-05-15
8,14010,Mavericks,96,26,12,35,47,4,14,13,12,35,-4,,,,,,,36,88,12,23,18,14010,2024-05-14
9,14010,Thunder,100,18,12,33,45,8,8,9,7,27,4,,,,,,,35,92,23,24,20,14010,2024-05-14
10,13999,Timberwolves,107,21,12,30,42,5,11,3,11,28,-8,,,,,,,39,82,18,27,21,13999,2024-05-13
11,13999,Nuggets,115,29,5,26,31,7,12,6,13,29,8,,,,,,,45,79,12,15,20,13999,2024-05-13
12,14020,Cavaliers,102,26,8,24,32,8,8,3,15,48,-7,,,,,,,41,94,5,7,17,14020,2024-05-13
13,14020,Celtics,109,15,10,38,48,6,15,4,12,32,7,,,,,,,38,78,21,24,12,14020,2024-05-13
14,14006,Pacers,121,31,9,43,52,9,14,7,14,31,32,,,,,,,50,88,7,8,25,14006,2024-05-12
15,14006,Knicks,89,18,16,27,43,8,14,2,7,37,-32,,,,,,,30,89,22,31,12,14006,2024-05-12
16,14019,Cavaliers,93,17,7,28,35,4,8,2,12,36,-13,,,,,,,36,84,9,10,14,14019,2024-05-12
17,14019,Celtics,106,22,9,35,44,3,12,4,13,34,13,,,,,,,41,80,11,14,14,14019,2024-05-12
