,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
25,13630,Thunder,113,29,9,34,43,6,13,8,13,34,1,,,,,,,44,82,12,24,23,13630,2024-03-31
26,13631,Rockets,107,22,12,31,43,9,12,3,13,38,-18,,,,,,,39,92,16,19,14,13631,2024-03-31
27,13631,Mavericks,125,24,10,37,47,7,14,8,24,47,18,,,,,,,48,93,5,9,17,13631,2024-03-31
28,13632,Timberwolves,101,28,8,29,37,12,14,5,11,37,-8,,,,,,,38,81,14,21,10,13632,2024-03-31
29,13632,Bulls,109,30,8,35,43,11,16,3,17,29,8,,,,,,,42,80,8,12,18,13632,2024-03-31
30,13633,Spurs,113,31,16,29,45,7,19,5,17,43,-4,,,,,,,40,89,16,18,12,13633,2024-03-31
31,13633,Warriors,117,34,12,29,41,15,16,3,16,39,4,,,,,,,45,92,11,13,14,13633,2024-03-31
32,13616,Heat,142,41,6,38,44,17,9,4,21,39,60,,,,,,,54,92,13,18,13,13616,2024-03-30
33,13616,Trail Blazers,82,20,10,33,43,4,24,2,5,30,-60,,,,,,,35,87,7,11,19,13616,2024-03-30
34,13617,Thunder,128,33,7,31,38,7,11,7,16,30,25,,,,,,,49,87,14,14,13,13617,2024-03-30
35,13617,Suns,103,26,13,26,39,6,14,6,13,41,-25,,,,,,,39,87,12,15,15,13617,2024-03-30
36,13618,Spurs,130,34,8,38,46,3,15,2,16,40,4,,,,,,,44,82,26,32,16,13618,2024-03-30
37,13618,Knicks,126,24,18,32,50,10,12,1,14,37,-4,,,,,,,51,110,10,12,24,13618,2024-03-30
38,13619,Nuggets,98,29,13,33,46,6,13,1,8,28,-13,,,,,,,35,88,20,27,24,13619,2024-03-30
39,13619,Timberwolves,111,28,6,33,39,6,9,6,9,28,13,,,,,,,38,74,26,37,20,13619,2024-03-30
40,13620,Jazz,100,23,11,40,51,4,21,9,8,31,-1,,,,,,,37,80,18,19,23,13620,2024-03-30
41,13620,Rockets,101,19,15,30,45,10,10,6,13,42,1,,,,,,,35,91,18,28,18,13620,2024-03-30
42,13621,Kings,103,24,10,35,45,9,11,1,15,32,-4,,,,,,,40,92,8,12,22,13621,2024-03-30
43,13621,Mavericks,107,24,6,36,42,4,10,6,15,35,4,,,,,,,35,74,22,33,12,13621,2024-03-30
44,13622,Pelicans,92,22,10,31,41,9,9,3,13,35,-12,,,,,,,34,86,11,18,12,13622,2024-03-30
45,13622,Celtics,104,27,8,43,51,7,13,7,15,37,12,,,,,,,39,82,11,12,13,13622,2024-03-30
46,13623,Magic,118,28,5,38,43,8,17,8,22,44,30,,,,,,,38,78,20,23,16,13623,2024-03-30
47,13623,Grizzlies,88,25,13,32,45,11,19,7,12,36,-30,,,,,,,31,86,14,17,19,13623,2024-03-30
48,13624,Hawks,113,24,9,30,39,5,11,3,14,35,-9,,,,,,,42,92,15,18,26,13624,2024-03-30
49,13624,Bucks,122,27,6,34,40,7,12,5,8,28,9,,,,,,,43,78,28,35,18,13624,2024-03-30
50,13609,Pelicans,107,22,11,37,48,11,7,5,8,32,7,,,,,,,36,91,27,34,19,13609,2024-03-29
51,13609,Bucks,100,21,5,41,46,1,14,4,14,39,-7,,,,,,,38,82,10,19,25,13609,2024-03-29
52,13610,Hornets,97,23,12,29,41,4,11,2,12,46,-18,,,,,,,34,84,17,24,10,13610,2024-03-29
53,13610,Warriors,115,35,11,39,50,7,13,5,11,32,18,,,,,,,48,89,8,9,19,13610,2024-03-29
54,13611,Pacers,109,27,6,40,46,8,10,6,10,31,19,,,,,,,43,89,13,14,14,13611,2024-03-29
55,13611,Lakers,90,24,10,38,48,3,16,3,5,30,-19,,,,,,,35,86,15,18,14,13611,2024-03-29
56,13612,Magic,97,20,13,25,38,10,17,8,10,29,-3,,,,,,,38,86,11,15,11,13612,2024-03-29
57,13612,Clippers,100,19,12,29,41,11,17,4,8,24,3,,,,,,,41,85,10,12,17,13612,2024-03-29
58,13613,Wizards,87,22,9,38,47,2,19,4,9,33,-9,,,,,,,36,88,6,8,18,13613,2024-03-29
59,13613,Pistons,96,19,8,39,47,9,13,5,6,24,9,,,,,,,37,89,16,20,18,13613,2024-03-29
60,13614,Nets,125,26,12,31,43,9,7,3,25,44,17,,,,,,,43,91,14,22,22,13614,2024-03-29
61,13614,Bulls,108,24,5,39,44,3,13,6,9,30,-17,,,,,,,38,75,23,29,18,13614,2024-03-29
62,13615,Cavaliers,117,34,5,32,37,4,14,3,16,37,3,,,,,,,45,82,11,13,17,13615,2024-03-29
63,13615,76ers,114,28,16,26,42,6,9,7,16,40,-3,,,,,,,42,94,14,17,20,13615,2024-03-29
