,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
15,13576,76ers,121,32,12,25,37,7,8,10,18,37,14,,,,,,,48,90,7,9,18,13576,2024-03-24
16,13577,Heat,121,29,9,35,44,13,12,0,15,38,37,,,,,,,43,83,20,23,17,13577,2024-03-24
17,13577,Cavaliers,84,24,4,26,30,3,17,3,9,29,-37,,,,,,,30,72,15,20,16,13577,2024-03-24
18,13578,Bucks,118,33,15,42,57,7,17,5,11,34,25,,,,,,,49,92,9,14,21,13578,2024-03-24
19,13578,Thunder,93,20,10,27,37,9,12,1,10,43,-25,,,,,,,33,89,17,22,16,13578,2024-03-24
20,13579,Timberwolves,114,30,7,37,44,9,16,5,21,40,4,,,,,,,40,84,13,18,17,13579,2024-03-24
21,13579,Warriors,110,23,7,34,41,8,13,3,14,36,-4,,,,,,,38,85,20,26,19,13579,2024-03-24
22,13561,Heat,88,22,7,27,34,3,6,4,13,47,-23,,,,,,,31,86,13,15,9,13561,2024-03-23
23,13561,Pelicans,111,25,12,44,56,3,13,2,18,36,23,,,,,,,42,82,9,12,13,13561,2024-03-23
24,13562,Timberwolves,104,27,13,33,46,9,12,5,14,27,13,,,,,,,41,85,8,16,12,13562,2024-03-23
25,13562,Cavaliers,91,22,10,31,41,6,12,5,7,29,-13,,,,,,,34,81,16,19,14,13562,2024-03-23
26,13563,Spurs,97,24,15,41,56,12,16,7,7,38,-2,,,,,,,37,95,16,23,23,13563,2024-03-23
27,13563,Grizzlies,99,18,9,42,51,10,18,4,12,34,2,,,,,,,33,82,21,31,17,13563,2024-03-23
28,13564,Warriors,111,24,24,40,64,6,14,6,14,48,-12,,,,,,,43,106,11,16,15,13564,2024-03-23
29,13564,Pacers,123,32,12,38,50,8,11,10,15,36,12,,,,,,,48,99,12,16,14,13564,2024-03-23
30,13565,Trail Blazers,117,29,15,26,41,11,10,1,12,33,-8,,,,,,,45,93,15,25,19,13565,2024-03-23
31,13565,Clippers,125,26,7,33,40,8,17,8,14,33,8,,,,,,,44,77,23,27,21,13565,2024-03-23
32,13566,Lakers,101,22,11,43,54,1,21,7,12,31,7,,,,,,,32,73,25,33,16,13566,2024-03-23
33,13566,76ers,94,20,13,29,42,13,9,7,8,37,-7,,,,,,,33,96,20,24,23,13566,2024-03-23
34,13567,Knicks,105,25,16,31,47,10,10,4,15,40,12,,,,,,,42,97,6,12,15,13567,2024-03-23
35,13567,Nets,93,26,8,33,41,5,15,6,12,34,-12,,,,,,,34,76,13,15,15,13567,2024-03-23
36,13568,Magic,107,27,12,37,49,5,13,3,10,35,-2,,,,,,,42,88,13,18,20,13568,2024-03-23
37,13568,Kings,109,26,6,36,42,6,7,5,15,40,2,,,,,,,38,87,18,21,19,13568,2024-03-23
38,13569,Hawks,132,40,11,32,43,9,9,5,20,42,41,,,,,,,50,90,12,14,14,13569,2024-03-23
39,13569,Hornets,91,25,11,28,39,3,15,4,11,39,-41,,,,,,,35,84,10,14,9,13569,2024-03-23
40,13554,Rockets,127,27,13,36,49,7,16,6,17,45,10,,,,,,,47,93,16,20,21,13554,2024-03-22
41,13554,Bulls,117,23,12,31,43,8,11,3,12,31,-10,,,,,,,42,93,21,25,17,13554,2024-03-22
42,13555,Bucks,115,27,11,29,40,5,10,4,16,41,7,,,,,,,43,91,13,15,17,13555,2024-03-22
43,13555,Nets,108,29,15,34,49,7,14,1,13,44,-7,,,,,,,41,92,13,16,12,13555,2024-03-22
44,13556,Mavericks,113,33,11,32,43,12,13,3,10,32,16,,,,,,,43,86,17,28,20,13556,2024-03-22
45,13556,Jazz,97,29,5,33,38,6,18,3,4,30,-16,,,,,,,38,83,17,19,23,13556,2024-03-22
46,13557,Nuggets,113,31,9,33,42,5,10,4,6,20,13,,,,,,,45,84,17,20,14,13557,2024-03-22
47,13557,Knicks,100,28,4,27,31,6,10,6,11,31,-13,,,,,,,38,79,13,17,18,13557,2024-03-22
48,13558,Suns,128,28,7,31,38,4,17,11,22,41,13,,,,,,,41,74,24,27,19,13558,2024-03-22
49,13558,Hawks,115,27,12,24,36,11,11,3,12,35,-13,,,,,,,40,91,23,29,23,13558,2024-03-22
50,13559,Pistons,102,25,8,34,42,4,19,1,9,31,-27,,,,,,,42,83,9,13,23,13559,2024-03-22
51,13559,Celtics,129,31,8,27,35,9,7,5,16,45,27,,,,,,,47,89,19,27,15,13559,2024-03-22
52,13560,Raptors,103,34,5,31,36,12,27,3,11,30,-20,,,,,,,40,76,12,17,18,13560,2024-03-22
53,13560,Thunder,123,27,13,33,46,17,16,5,12,32,20,,,,,,,48,95,15,19,20,13560,2024-03-22
54,13548,Thunder,119,29,10,35,45,10,10,7,10,34,12,,,,,,,43,88,23,29,16,13548,2024-03-21
55,13548,Jazz,107,20,11,36,47,6,16,5,10,36,-12,,,,,,,40,90,17,18,22,13548,2024-03-21
56,13549,Warriors,137,43,13,35,48,6,7,5,19,39,21,,,,,,,58,100,2,6,17,13549,2024-03-21
57,13549,Grizzlies,116,29,16,29,45,4,12,3,18,49,-21,,,,,,,42,96,14,18,15,13549,2024-03-21
58,13550,Suns,115,34,14,41,55,7,23,12,19,39,13,,,,,,,45,90,6,8,18,13550,2024-03-21
59,13550,76ers,102,33,13,27,40,12,11,7,13,37,-13,,,,,,,41,95,7,18,12,13550,2024-03-21
60,13551,Trail Blazers,103,21,8,30,38,6,17,4,15,34,-13,,,,,,,39,81,10,15,16,13551,2024-03-21
61,13551,Clippers,116,29,8,34,42,15,12,7,13,31,13,,,,,,,45,86,13,15,13,13551,2024-03-21
62,13552,Magic,121,33,10,30,40,12,16,4,14,36,15,,,,,,,47,86,13,19,16,13552,2024-03-21
63,13552,Pelicans,106,24,3,30,33,11,19,1,6,20,-15,,,,,,,42,78,16,21,18,13552,2024-03-21
64,13553,Wizards,109,20,10,35,45,9,20,3,10,25,7,,,,,,,41,81,17,23,19,13553,2024-03-21
65,13553,Kings,102,21,10,27,37,12,15,7,11,39,-7,,,,,,,37,86,17,19,20,13553,2024-03-21
